frame,x,y,z,roll,pitch,yaw
frame_0070,0.380242467,0.009998307,0.52936244,-3.118914843,0.003623203,-0.225488275
frame_0071,0.380244344,0.010031664,0.529383719,-3.118968248,0.003563667,-0.225405037
frame_0072,0.380245894,0.010040822,0.529392242,-3.118985891,0.003539639,-0.22537443
frame_0073,0.380246788,0.010041695,0.529391408,-3.119004726,0.003535581,-0.225359589
frame_0074,0.380246907,0.010038873,0.529386103,-3.119021416,0.003547585,-0.225361675
frame_0075,0.380245417,0.010043237,0.529389262,-3.119031191,0.003534857,-0.22535263
frame_0076,0.380245268,0.01003499,0.529388547,-3.119037151,0.003535586,-0.225357682
frame_0077,0.38024506,0.010042396,0.529389918,-3.11904788,0.003529196,-0.225337207
frame_0078,0.380244881,0.010044535,0.529387355,-3.119060755,0.003532572,-0.225331187
frame_0079,0.380246758,0.010036652,0.529388905,-3.11900425,0.003536478,-0.225367978
frame_0080,0.38016519,0.010492922,0.529539049,-3.118923426,0.003139623,-0.223474398
frame_0081,0.379687905,0.011997783,0.530219913,-3.119657278,0.006400645,-0.199904963
frame_0082,0.378503799,0.015012954,0.532735348,-3.121610641,0.021230569,-0.156485558
frame_0083,0.37841484,0.018968597,0.538481116,-3.130729198,0.034731288,-0.112654045
frame_0084,0.380985737,0.023091769,0.5451985,3.132208109,0.041570336,-0.074881591
frame_0085,0.387317747,0.027902462,0.550569296,3.107800484,0.041369665,-0.035881981
frame_0086,0.39651835,0.032387715,0.552033246,3.080328226,0.0430783,0.002158419
frame_0087,0.407463372,0.035937402,0.548959315,3.047968149,0.046955254,0.038197186
frame_0088,0.420143902,0.037443634,0.541619599,3.005319118,0.050483733,0.06823048
frame_0089,0.433463961,0.037036609,0.530909181,2.958737135,0.050560981,0.089052282
frame_0090,0.446879953,0.035148863,0.517670274,2.909512758,0.052171845,0.110467367
frame_0091,0.459622502,0.032427907,0.50448525,2.860347033,0.055688914,0.127767652
frame_0092,0.470499903,0.029862354,0.493975699,2.81825614,0.061454855,0.140876278
frame_0093,0.479655713,0.027868757,0.484783798,2.786040783,0.079112932,0.151792675
frame_0094,0.487189412,0.027010888,0.478812367,2.770186186,0.092820145,0.158550531
frame_0095,0.492538899,0.026960371,0.475797147,2.765508175,0.09894561,0.161197513
frame_0096,0.495957553,0.027079565,0.475259602,2.764089346,0.099813893,0.162149549
frame_0097,0.497250021,0.02721036,0.476125211,2.763681173,0.098166622,0.162330702
frame_0098,0.497617036,0.027301438,0.477366984,2.763358831,0.095813364,0.16235128
frame_0099,0.497739851,0.027369225,0.478259951,2.763099194,0.09428066,0.162334189
frame_0100,0.497776538,0.027434869,0.47853452,2.763001442,0.093737677,0.162444621
frame_0101,0.497773767,0.027449533,0.478531539,2.76297164,0.093758896,0.162478045
frame_0102,0.497768879,0.02751822,0.478542209,2.762934446,0.093751416,0.162611231
frame_0103,0.497771144,0.02752441,0.478535712,2.76292038,0.09377294,0.162633702
frame_0104,0.497770667,0.027539754,0.478535235,2.762906313,0.093778424,0.162665531
frame_0105,0.497766525,0.027573192,0.47854358,2.762889385,0.093766391,0.16272752
frame_0106,0.497767031,0.027568808,0.47853297,2.762888193,0.093791701,0.162719339
frame_0107,0.497767419,0.027582722,0.478535414,2.762878895,0.093787,0.162748754
frame_0108,0.497764885,0.027587745,0.478541464,2.762873173,0.093778506,0.162760943
frame_0109,0.497766584,0.027591471,0.478535891,2.762871027,0.093793191,0.162769541
frame_0110,0.497766703,0.027586017,0.478538394,2.76286912,0.093787231,0.162756905
frame_0111,0.497765094,0.027602684,0.478539526,2.762864113,0.093782596,0.162783131
frame_0112,0.497765601,0.02760198,0.478537738,2.762860537,0.093788527,0.162785769
frame_0113,0.497765929,0.027602833,0.478538603,2.762858629,0.093789324,0.162794977
frame_0114,0.497763366,0.027610326,0.478540123,2.762857914,0.093790047,0.162807271
frame_0115,0.497764796,0.027612487,0.478539139,2.762856483,0.093789019,0.162807673
frame_0116,0.497764736,0.02761117,0.47853598,2.762854338,0.093798615,0.162811935
frame_0117,0.497764528,0.027610609,0.478538483,2.762852192,0.093793623,0.162809908
frame_0118,0.497764528,0.027613059,0.478538513,2.762849092,0.093788236,0.162802681
frame_0119,0.497764021,0.027614858,0.478537261,2.762850285,0.093800604,0.162818015
frame_0120,0.497763485,0.027614096,0.478539109,2.762851715,0.09379556,0.162813038
frame_0121,0.4977642,0.027615122,0.47853741,2.762847185,0.093797617,0.162815183
frame_0122,0.497764051,0.027609598,0.478539884,2.76284647,0.093795635,0.162807629
frame_0123,0.497763932,0.027615931,0.478538185,2.762848854,0.093799949,0.162814245
frame_0124,0.497763783,0.02762094,0.478540391,2.762845993,0.093798123,0.162830502
frame_0125,0.497763664,0.027618833,0.478539556,2.762845278,0.093800135,0.162827402
frame_0126,0.497763753,0.027624967,0.47853747,2.762844563,0.093802191,0.162832066
frame_0127,0.497764021,0.027621856,0.478539199,2.762844563,0.09380126,0.162832722
frame_0128,0.497763664,0.027624914,0.4785375,2.762843609,0.093802132,0.162828848
frame_0129,0.497763395,0.027620899,0.478540957,2.762842655,0.093796864,0.162825271
frame_0130,0.497763574,0.027622489,0.478537738,2.762843132,0.093800172,0.162826538
frame_0131,0.497764975,0.027622778,0.478538603,2.762844801,0.093802266,0.162836537
frame_0132,0.497764617,0.027696703,0.478527188,2.762968063,0.093795232,0.163024843
frame_0133,0.499160349,0.028613031,0.47886619,2.764474154,0.081953458,0.168577969
frame_0134,0.502282262,0.030738574,0.478951573,2.767969608,0.053367864,0.182343066
frame_0135,0.506833911,0.034495816,0.477442503,2.772296906,0.009813099,0.215110019
frame_0136,0.510941267,0.039346382,0.472439289,2.774554253,-0.034616794,0.25743252
frame_0137,0.513908982,0.045222502,0.463521868,2.775823355,-0.073786363,0.301759928
frame_0138,0.515914083,0.05207631,0.45169872,2.779878616,-0.109291285,0.347358823
frame_0139,0.516844332,0.058781676,0.437301159,2.7869699,-0.136823282,0.394655854
frame_0140,0.516483545,0.065384619,0.420966536,2.796152115,-0.159858659,0.442902029
frame_0141,0.514964998,0.071157709,0.403442681,2.811742783,-0.179135755,0.486290693
frame_0142,0.512023091,0.076053031,0.384992123,2.833299398,-0.195024252,0.526623189
frame_0143,0.508289456,0.080175556,0.367164642,2.860927105,-0.208677545,0.561151087
frame_0144,0.504247189,0.082942151,0.349815309,2.892843246,-0.219086483,0.590799868
frame_0145,0.500073075,0.085408613,0.332618028,2.926748037,-0.225488603,0.618831038
frame_0146,0.496149123,0.088831939,0.316789538,2.957263708,-0.226147413,0.646682501
frame_0147,0.49230659,0.094195187,0.302113473,2.987951994,-0.221337453,0.675584972
frame_0148,0.48872894,0.10082373,0.289171815,3.022403002,-0.211228281,0.701406658
frame_0149,0.487704605,0.104812667,0.282610983,3.034984827,-0.203175738,0.709747434
frame_0150,0.488158703,0.105756491,0.281582743,3.036124706,-0.202030882,0.707322776
frame_0151,0.489179373,0.105005458,0.283000886,3.034141541,-0.204751432,0.705735028
frame_0152,0.490119576,0.103449062,0.284577191,3.031939507,-0.207499772,0.702927947
frame_0153,0.490716875,0.103080191,0.28536734,3.03088212,-0.209057659,0.702232659
frame_0154,0.490996063,0.103113741,0.285705328,3.030455112,-0.209786832,0.702283978
frame_0155,0.491056412,0.103020236,0.285767704,3.030358076,-0.209900245,0.702104151
frame_0156,0.491053671,0.103053004,0.285750717,3.030373573,-0.209878176,0.702171326
frame_0157,0.491057634,0.103044584,0.285772204,3.030344248,-0.20991154,0.702163875
frame_0158,0.491031587,0.103127114,0.285702497,3.030468225,-0.209767044,0.702296257
frame_0159,0.49077329,0.104183525,0.284176618,3.034736156,-0.207495824,0.702285349
frame_0160,0.490058392,0.106305622,0.27990976,3.047158957,-0.204044297,0.698713481
frame_0161,0.489193946,0.108528301,0.273477912,3.065635204,-0.199120834,0.693663776
frame_0162,0.488487512,0.110512048,0.266293764,3.088059187,-0.194279909,0.690446317
frame_0163,0.487898678,0.112086393,0.258963674,3.115078688,-0.189229444,0.691099703
frame_0164,0.487859815,0.112514921,0.253112465,3.139502525,-0.183213145,0.693628013
frame_0165,0.487926662,0.111781314,0.248055056,-3.119621515,-0.169467509,0.697362244
frame_0166,0.488509715,0.109533817,0.244830251,-3.102175474,-0.155092016,0.696979165
frame_0167,0.489494741,0.106084108,0.242958084,-3.0918293,-0.143047571,0.690358222
frame_0168,0.490711153,0.101948321,0.242064431,-3.08755374,-0.137329787,0.680322468
frame_0169,0.491902411,0.097666703,0.241654739,-3.08574605,-0.135228634,0.656506956
frame_0170,0.492641449,0.093674444,0.241160989,-3.083618879,-0.132830799,0.628626525
frame_0171,0.493374735,0.089871608,0.24020721,-3.080597162,-0.13044557,0.589850962
frame_0172,0.49429974,0.086458959,0.238233477,-3.078063726,-0.12995097,0.54259038
frame_0173,0.495158643,0.083709247,0.234224126,-3.075313807,-0.129747301,0.493618399
frame_0174,0.495615304,0.081237994,0.227890566,-3.07275939,-0.127077237,0.444575131
frame_0175,0.496092498,0.078807928,0.2199554,-3.073601961,-0.124751925,0.390866339
frame_0176,0.496105522,0.076238789,0.210586905,-3.073001623,-0.120577849,0.337563038
frame_0177,0.495633721,0.073246241,0.200578049,-3.072653294,-0.113683365,0.287245482
frame_0178,0.494683415,0.070886701,0.19118613,-3.072374344,-0.105266556,0.244284377
frame_0179,0.493334591,0.068866245,0.182277396,-3.072412014,-0.095314376,0.207703754
frame_0180,0.49202317,0.06726975,0.17494674,-3.073941946,-0.0832799,0.177233011
frame_0181,0.490978956,0.066522948,0.169614002,-3.077332973,-0.071797848,0.154228225
frame_0182,0.490352988,0.066355437,0.165783122,-3.08190608,-0.063126639,0.136663899
frame_0183,0.489620179,0.066923648,0.163241208,-3.085631847,-0.057010964,0.123357765
frame_0184,0.489049762,0.067800738,0.161650091,-3.089003563,-0.052965861,0.11299298
frame_0185,0.48854506,0.068847507,0.160569742,-3.091260433,-0.049987726,0.104045413
frame_0186,0.488105953,0.0698952,0.159594506,-3.092328548,-0.047392525,0.097122952
frame_0187,0.487726241,0.070768781,0.15849863,-3.092741489,-0.045042638,0.095182151
frame_0188,0.487351626,0.071584068,0.157146662,-3.093349934,-0.04260755,0.098895811
frame_0189,0.487104952,0.07234323,0.155537486,-3.094980955,-0.040026151,0.105523996
frame_0190,0.486895978,0.073782116,0.153801486,-3.096246958,-0.037524018,0.116146035
frame_0191,0.486672223,0.076020919,0.15238671,-3.096844673,-0.035877235,0.131945655
frame_0192,0.487635583,0.077709697,0.152831763,-3.098572493,-0.038649678,0.151278928
frame_0193,0.488408446,0.079093687,0.153531581,-3.099431753,-0.041641269,0.171772361
frame_0194,0.489176452,0.079988196,0.154170007,-3.100842714,-0.044406701,0.191235036
frame_0195,0.489843637,0.080712795,0.154718742,-3.103473425,-0.046678558,0.208435908
frame_0196,0.490530342,0.081506468,0.155298427,-3.105519056,-0.048975989,0.223027423
frame_0197,0.491266072,0.08228264,0.15598768,-3.107076645,-0.05153067,0.235321552
frame_0198,0.491888106,0.083363928,0.156669199,-3.10816741,-0.053875361,0.248157427
frame_0199,0.492025673,0.085032791,0.156984717,-3.108402729,-0.055122178,0.258654028
frame_0200,0.492380232,0.086884581,0.157567173,-3.10831809,-0.057013217,0.265475661
frame_0201,0.492497653,0.088884443,0.158211216,-3.10857749,-0.05880627,0.275612593
frame_0202,0.492586285,0.090910718,0.159490988,-3.109886885,-0.061567269,0.288478702
frame_0203,0.49317202,0.09305799,0.162556231,-3.11536622,-0.067439601,0.305995017
frame_0204,0.49422878,0.095237926,0.167760462,-3.121664286,-0.077130266,0.322450638
frame_0205,0.495658696,0.097468406,0.175720185,-3.129135847,-0.091611519,0.340757459
frame_0206,0.49723351,0.099761315,0.185252771,-3.137013674,-0.108813196,0.358879358
frame_0207,0.498644322,0.101652659,0.196093097,3.136917353,-0.127733454,0.376105696
frame_0208,0.500378966,0.103023805,0.207676977,3.128974438,-0.147577077,0.390721768
frame_0209,0.502509892,0.104131602,0.218840197,3.121489286,-0.165454626,0.404620498
frame_0210,0.505142152,0.104585469,0.228594646,3.11429286,-0.179726526,0.421391487
frame_0211,0.509588659,0.104139633,0.237615794,3.10754776,-0.192891791,0.434956998
frame_0212,0.515727043,0.102429949,0.24578312,3.102444649,-0.204893366,0.4425008
frame_0213,0.5242998,0.099296398,0.253460824,3.103522301,-0.2157332,0.439969391
frame_0214,0.535202265,0.094549887,0.261910528,3.109738111,-0.225386992,0.426431179
frame_0215,0.548060894,0.088819094,0.270711482,3.120506763,-0.236983269,0.403737783
frame_0216,0.562958598,0.082055904,0.279817402,3.133234739,-0.250870824,0.374166816
frame_0217,0.579006374,0.075535856,0.288198322,-3.135895967,-0.26602599,0.34131521
frame_0218,0.59629935,0.069510028,0.29567337,-3.123970985,-0.281848043,0.313377589
frame_0219,0.61314714,0.064712852,0.301284343,-3.117082119,-0.29354611,0.294489056
frame_0220,0.629751801,0.061025858,0.304934949,-3.11273241,-0.301821023,0.281003922
frame_0221,0.645329595,0.058824137,0.305230916,-3.107281446,-0.304126233,0.269882649
frame_0222,0.658654273,0.058201216,0.303116918,-3.10187149,-0.304430813,0.263799012
frame_0223,0.670998752,0.058606781,0.297943801,-3.095359087,-0.300645381,0.260985285
frame_0224,0.681968212,0.059753779,0.290631562,-3.088447809,-0.295309097,0.259397864
frame_0225,0.691992104,0.061505102,0.281404704,-3.080712795,-0.289455533,0.258210629
frame_0226,0.700551987,0.063361786,0.272211671,-3.073241711,-0.283608824,0.257298231
frame_0227,0.708708465,0.06574963,0.262903541,-3.064209461,-0.280655414,0.255292296
frame_0228,0.7160092,0.068751596,0.254481643,-3.052545309,-0.279744059,0.251598537
frame_0229,0.722452819,0.072782844,0.246756107,-3.031599045,-0.280147672,0.241555348
frame_0230,0.728122115,0.078965932,0.240646809,-3.001464128,-0.282214284,0.22858806
frame_0231,0.732716978,0.087024935,0.236603111,-2.966083765,-0.285234839,0.222103924
frame_0232,0.735967338,0.096878678,0.235271931,-2.936119556,-0.291261733,0.224055931
frame_0233,0.737995744,0.107597947,0.236527562,-2.918212891,-0.297359526,0.230815828
frame_0234,0.738968015,0.117493056,0.238755807,-2.908648014,-0.301831245,0.240113437
frame_0235,0.739280462,0.126314044,0.241362378,-2.90551734,-0.304792196,0.250801235
frame_0236,0.73952961,0.133173317,0.243364498,-2.904366016,-0.304012388,0.260531425
frame_0237,0.73939544,0.138078108,0.243748575,-2.903490782,-0.296319842,0.269296765
frame_0238,0.739238322,0.141006008,0.242661938,-2.903288364,-0.284879595,0.275804043
frame_0239,0.739491522,0.141532317,0.240536779,-2.904560566,-0.273304224,0.279307127
frame_0240,0.73971647,0.140460223,0.237494022,-2.906911612,-0.25883168,0.28118977
frame_0241,0.740043581,0.138089612,0.234229311,-2.913594007,-0.244926617,0.280892372
frame_0242,0.740440607,0.13483052,0.231751025,-2.925997972,-0.234617412,0.278110862
frame_0243,0.740901828,0.131313503,0.230242506,-2.943467617,-0.22652556,0.273028702
frame_0244,0.741504908,0.128502578,0.229504734,-2.963965893,-0.220839173,0.270459771
frame_0245,0.7419222,0.1269252,0.229258895,-2.983615637,-0.215132922,0.273790061
frame_0246,0.741864443,0.126261905,0.228919238,-3.000804901,-0.205932647,0.281089365
frame_0247,0.741520941,0.126788527,0.228652552,-3.015519619,-0.196471721,0.290755957
frame_0248,0.741067648,0.128119066,0.228589684,-3.025723457,-0.189237311,0.301877618
frame_0249,0.740475059,0.12981534,0.22847414,-3.029853821,-0.183252037,0.30956012
frame_0250,0.739844859,0.13140741,0.228338018,-3.031087637,-0.176930815,0.314715534
frame_0251,0.739141941,0.133163616,0.228235349,-3.030736685,-0.171467394,0.318428695
frame_0252,0.738494515,0.135167181,0.228466734,-3.029673815,-0.168536142,0.321509749
frame_0253,0.737693787,0.137971625,0.230238929,-3.029039145,-0.169769526,0.326586604
frame_0254,0.73620671,0.141737536,0.233504131,-3.028784513,-0.172153413,0.334587455
frame_0255,0.733367085,0.146813542,0.239048809,-3.032673359,-0.17822209,0.351721376
frame_0256,0.728051066,0.153009996,0.246224582,-3.04054451,-0.184381336,0.376648664
frame_0257,0.72060889,0.160212666,0.254628062,-3.05401659,-0.190889999,0.405289918
frame_0258,0.711462021,0.168263897,0.263103902,-3.064757824,-0.196545944,0.438752472
frame_0259,0.701034963,0.176680908,0.271048456,-3.072720528,-0.199404374,0.475465268
frame_0260,0.689557672,0.184541941,0.276948482,-3.07699132,-0.196646973,0.513592303
frame_0261,0.676882625,0.190977067,0.280585438,-3.08200264,-0.187699154,0.552186251
frame_0262,0.663937032,0.195349947,0.28153944,-3.08987546,-0.174645305,0.590619147
frame_0263,0.650837302,0.197570339,0.280199617,-3.100095272,-0.161919147,0.625095487
frame_0264,0.638503432,0.197627187,0.277296931,-3.112399101,-0.153893873,0.653124273
frame_0265,0.626163185,0.196009174,0.272976846,-3.124987841,-0.147893459,0.673984706
frame_0266,0.614969254,0.193234399,0.268383741,-3.139899969,-0.145480648,0.68874228
frame_0267,0.602426827,0.189003259,0.262745529,3.127377033,-0.143832088,0.702086627
frame_0268,0.590000212,0.183649167,0.257261038,3.108472824,-0.141957834,0.718007505
frame_0269,0.577212036,0.177364603,0.251979679,3.090862036,-0.138898194,0.732907832
frame_0270,0.564377904,0.170325175,0.247243941,3.071359873,-0.13636224,0.750005722
frame_0271,0.551616848,0.162915438,0.243179038,3.051380396,-0.135163724,0.768255711
frame_0272,0.538365066,0.1548457,0.239678591,3.029073954,-0.136653557,0.7896474
frame_0273,0.52488488,0.146085963,0.2370013,3.004566193,-0.140070051,0.81396091
frame_0274,0.510781288,0.136575371,0.235050067,2.980660439,-0.144359544,0.838793278
frame_0275,0.496139169,0.126850143,0.233293995,2.962208748,-0.149157807,0.858506441
frame_0276,0.481366217,0.116168313,0.231224239,2.955715895,-0.157929599,0.858192563
frame_0277,0.467749178,0.105298206,0.228268906,2.957802773,-0.167188317,0.84523505
frame_0278,0.455930412,0.09391918,0.223996431,2.965832472,-0.176079467,0.821821094
frame_0279,0.446781993,0.082943439,0.218558878,2.97964859,-0.183235928,0.79024303
frame_0280,0.438936144,0.071456686,0.212035209,2.997340679,-0.189152136,0.753121197
frame_0281,0.433132201,0.061530128,0.206087247,3.01496911,-0.193757057,0.715697646
frame_0282,0.429876417,0.05318585,0.201343149,3.033543348,-0.201534823,0.666759908
frame_0283,0.428879917,0.045994736,0.197482884,3.053582191,-0.209810495,0.611608207
frame_0284,0.430098802,0.038252205,0.19491154,3.071372509,-0.219908819,0.552335382
frame_0285,0.432655632,0.030347217,0.193419814,3.08680582,-0.230950832,0.495866179
frame_0286,0.435888112,0.022793017,0.192937419,3.098298073,-0.240385517,0.451585323
frame_0287,0.440096647,0.015898097,0.193925917,3.104379416,-0.249518275,0.42176488
frame_0288,0.445029676,0.010071152,0.195929363,3.105458736,-0.259176373,0.405504912
frame_0289,0.450886339,0.005375323,0.198517203,3.102885723,-0.269855887,0.407088906
frame_0290,0.457521141,0.001459554,0.200441778,3.102166653,-0.275344491,0.420900404
frame_0291,0.46470657,-0.00167394,0.201573074,3.104211807,-0.273856252,0.445606202
frame_0292,0.471969604,-0.004915331,0.201616719,3.110387564,-0.263998538,0.478090614
frame_0293,0.479185939,-0.00889757,0.200933188,3.120731115,-0.248932987,0.512896597
frame_0294,0.486124724,-0.013128256,0.199976474,3.133385181,-0.232125074,0.55366081
frame_0295,0.492568731,-0.017895015,0.198741212,-3.13658452,-0.21464029,0.600080252
frame_0296,0.498201787,-0.022622956,0.197497874,-3.125566721,-0.198200762,0.645624876
frame_0297,0.503247797,-0.026988136,0.196706474,-3.114749432,-0.181630328,0.69195044
frame_0298,0.507450163,-0.031092646,0.196213946,-3.104543924,-0.165562898,0.733806014
frame_0299,0.51052165,-0.034778159,0.195702612,-3.09670949,-0.148247421,0.768615186
frame_0300,0.513273656,-0.037819419,0.195503369,-3.092633486,-0.128925309,0.800567865
frame_0301,0.515622199,-0.039747596,0.195507824,-3.095808029,-0.106825046,0.826413512
frame_0302,0.517983258,-0.040315997,0.195439592,-3.106511831,-0.085590251,0.850758553
frame_0303,0.520147026,-0.039967053,0.195036575,-3.119285345,-0.068118393,0.874830902
frame_0304,0.522234321,-0.038837839,0.19426021,-3.131944418,-0.052708279,0.898234963
frame_0305,0.524031401,-0.037399974,0.19302918,-3.140731812,-0.040702593,0.916667402
frame_0306,0.52578789,-0.035879284,0.191506088,3.13665843,-0.031567086,0.930619061
frame_0307,0.527267218,-0.034738433,0.189798266,3.134353876,-0.026150005,0.93743819
frame_0308,0.528469384,-0.033773728,0.188549757,3.133351803,-0.023392988,0.941155612
frame_0309,0.529442012,-0.03347541,0.187931925,3.132586479,-0.022469316,0.94290477
frame_0310,0.529973209,-0.033610806,0.187660709,3.132186651,-0.02223599,0.943348706
frame_0311,0.530223012,-0.034033872,0.187520728,3.131810188,-0.021869363,0.943244517
frame_0312,0.530245483,-0.034427911,0.187441304,3.131517649,-0.021332312,0.943228126
frame_0313,0.530240834,-0.034547359,0.187426493,3.13134861,-0.021060154,0.943452477
frame_0314,0.530240417,-0.034582209,0.187425464,3.131262064,-0.020937406,0.943616331
frame_0315,0.530239224,-0.034622621,0.187422737,3.131209612,-0.020858582,0.943662584
frame_0316,0.530246615,-0.034521539,0.1874194,3.131321907,-0.021017795,0.943490803
frame_0317,0.530248284,-0.034452472,0.187402144,3.131611109,-0.021364875,0.942889333
frame_0318,0.53023684,-0.034498435,0.187276557,3.132755995,-0.022632362,0.942210138
frame_0319,0.530389428,-0.034757465,0.187172845,3.13329339,-0.023569718,0.946155727
frame_0320,0.530837834,-0.035141714,0.187201694,3.132705688,-0.023967918,0.954010248
